publication_id	pmid	compound_id	compound  chebi_id
418	15289169	1122	PCB-180	
418	15289169	1151	PCBs	
418	15289169	1306	4-OH-PCB-107	
418	15289169	1317	3-OH-PCB-153	
418	15289169	1307	4-OH-PCB-146	
418	15289169	1318	3'-OH-PCB-138	
418	15289169	1308	4-OH-PCB-187	
418	15289169	1322	4'-OH-PCB-172	
418	15289169	1324	OH-PCBs	
419	12434227	981	PCB-28	
419	12434227	1005	PCB-52	34206
419	12434227	1002	PCB-49	
419	12434227	997	PCB-44	
419	12434227	1027	PCB-74	
419	12434227	1019	PCB-66	
419	12434227	1052	PCB-101	
419	12434227	1050	PCB-99	
419	12434227	1038	PCB-87	
419	12434227	1060	PCB-110	
419	12434227	946	PCB-118	81520
419	12434227	944	PCB-105	81518
419	12434227	1097	PCB-151	
419	12434227	1095	PCB-149	
419	12434227	1092	PCB-146	
419	12434227	1099	PCB-153	34202
419	12434227	1338	PCB-138/158	
419	12434227	1074	PCB-128	
419	12434227	950	PCB-167	81524
419	12434227	948	PCB-156	81522
419	12434227	949	PCB-157	81523
419	12434227	1120	PCB-178	
419	12434227	1129	PCB-187	
419	12434227	1125	PCB-183	
419	12434227	1119	PCB-177	
419	12434227	1114	PCB-172	
419	12434227	1122	PCB-180	
419	12434227	1112	PCB-170	
419	12434227	951	PCB-189	81525
419	12434227	1142	PCB-201	
419	12434227	1168	PCB-196/203	
419	12434227	1136	PCB-195	
419	12434227	1135	PCB-194	
419	12434227	1147	PCB-206	
419	12434227	1150	PCB-209	34666
419	12434227	1151	PCBs	
420	16675436	909	2,3,7,8-TCDD	28119
420	16675436	912	1,2,3,7,8-PeCDD	81501
420	16675436	914	1,2,3,4,7,8-HxCDD	81502
420	16675436	913	1,2,3,6,7,8-HxCDD	81503
420	16675436	917	1,2,3,7,8,9-HxCDD	81504
420	16675436	916	1,2,3,4,6,7,8-HpCDD	81505
420	16675436	918	OCDD	81566
420	16675436	952	PCDDs	
420	16675436	937	2,3,7,8-TCDF	81506
420	16675436	924	1,2,3,7,8-PeCDF	81507
420	16675436	923	2,3,4,7,8-PeCDF	81508
420	16675436	926	1,2,3,4,7,8-HxCDF	81509
420	16675436	927	1,2,3,6,7,8-HxCDF	81511
420	16675436	928	2,3,4,6,7,8-HxCDF	81512
420	16675436	929	1,2,3,7,8,9-HxCDF	81510
420	16675436	938	1,2,3,4,6,7,8-HpCDF	81513
420	16675436	939	1,2,3,4,7,8,9-HpCDF	81514
420	16675436	936	OCDF	81515
420	16675436	953	PCDFs	
420	16675436	940	PCB-77	1367
420	16675436	941	PCB-81	81516
420	16675436	942	PCB-126	34317
420	16675436	943	PCB-169	81517
420	16675436	944	PCB-105	81518
420	16675436	945	PCB-114	81519
420	16675436	946	PCB-118	81520
420	16675436	947	PCB-123	81521
420	16675436	948	PCB-156	81522
420	16675436	949	PCB-157	81523
420	16675436	950	PCB-167	81524
420	16675436	951	PCB-189	81525
420	16675436	1112	PCB-170	
420	16675436	1122	PCB-180	
420	16675436	1151	PCBs	
420	16675436	1170	PCDD/Fs	
421	15961582	981	PCB-28	
421	15961582	1005	PCB-52	34206
421	15961582	1027	PCB-74	
421	15961582	944	PCB-105	81518
421	15961582	946	PCB-118	81520
421	15961582	1084	PCB-138	
421	15961582	1099	PCB-153	34202
421	15961582	1112	PCB-170	
421	15961582	1122	PCB-180	
421	15961582	1135	PCB-194	
421	15961582	1144	PCB-203	
421	15961582	1151	PCBs	
422	15688132	964	PCB-11	
422	15688132	1348	DiCBs	
422	15688132	971	PCB-18	
422	15688132	1342	PCB-20/33	
422	15688132	981	PCB-28	
422	15688132	984	PCB-31	
422	15688132	989	PCB-36	
422	15688132	991	PCB-38	
422	15688132	1153	TriCBs	
422	15688132	995	PCB-42	
422	15688132	996	PCB-43	
422	15688132	997	PCB-44	
422	15688132	1160	PCB-47/48	
422	15688132	1002	PCB-49	
422	15688132	1161	PCB-52/69	
422	15688132	1008	PCB-55	
422	15688132	1011	PCB-58	
422	15688132	1013	PCB-60	34218
422	15688132	1016	PCB-63	
422	15688132	1017	PCB-64	
422	15688132	1019	PCB-66	
422	15688132	1021	PCB-68	
422	15688132	1023	PCB-70	
422	15688132	1025	PCB-72	
422	15688132	1027	PCB-74	
422	15688132	1152	TetraCBs	
422	15688132	1034	PCB-83	
422	15688132	1380	PCB-84/92	
422	15688132	1036	PCB-85	
422	15688132	1381	PCB-86/97/117	
422	15688132	1382	PCB-87/115	
422	15688132	1040	PCB-89	
422	15688132	1041	PCB-90	
422	15688132	1042	PCB-91	
422	15688132	1383	PCB-93/95/98/102	
422	15688132	1050	PCB-99	
422	15688132	1052	PCB-101	
422	15688132	944	PCB-105	81518
422	15688132	1164	PCB-107/108	
422	15688132	1059	PCB-109	
422	15688132	1384	PCB-110/120	
422	15688132	1061	PCB-111	
422	15688132	1063	PCB-113	
422	15688132	945	PCB-114	81519
422	15688132	946	PCB-118	81520
422	15688132	1067	PCB-119	
422	15688132	1069	PCB-121	
422	15688132	947	PCB-123	81521
422	15688132	942	PCB-126	34317
422	15688132	1154	PentaCBs	
422	15688132	1074	PCB-128	
422	15688132	1075	PCB-129	
422	15688132	1076	PCB-130	
422	15688132	1078	PCB-132	
422	15688132	1079	PCB-133	34197
422	15688132	1080	PCB-134	
422	15688132	1081	PCB-135	
422	15688132	1082	PCB-136	34199
422	15688132	1083	PCB-137	
422	15688132	1084	PCB-138	
422	15688132	1087	PCB-141	
422	15688132	1092	PCB-146	
422	15688132	1093	PCB-147	
422	15688132	1165	PCB-139/149	
422	15688132	1097	PCB-151	
422	15688132	1099	PCB-153	34202
422	15688132	1100	PCB-154	
422	15688132	1101	PCB-155	34203
422	15688132	948	PCB-156	81522
422	15688132	949	PCB-157	81523
422	15688132	1102	PCB-158	
422	15688132	1103	PCB-159	
422	15688132	1106	PCB-162	
422	15688132	1166	PCB-163/164	
422	15688132	1109	PCB-165	
422	15688132	1110	PCB-166	
422	15688132	950	PCB-167	81524
422	15688132	943	PCB-169	81517
422	15688132	1155	HexaCBs	
422	15688132	1112	PCB-170	
422	15688132	1113	PCB-171	
422	15688132	1114	PCB-172	
422	15688132	1116	PCB-174	
422	15688132	1117	PCB-175	
422	15688132	1119	PCB-177	
422	15688132	1120	PCB-178	
422	15688132	1121	PCB-179	
422	15688132	1122	PCB-180	
422	15688132	1123	PCB-181	
422	15688132	1167	PCB-182/187	
422	15688132	1125	PCB-183	
422	15688132	1126	PCB-184	
422	15688132	1127	PCB-185	
422	15688132	951	PCB-189	81525
422	15688132	1131	PCB-190	
422	15688132	1132	PCB-191	
422	15688132	1156	HeptaCBs	
422	15688132	1135	PCB-194	
422	15688132	1136	PCB-195	
422	15688132	1168	PCB-196/203	
422	15688132	1138	PCB-197	
422	15688132	1140	PCB-199	
422	15688132	1141	PCB-200	
422	15688132	1142	PCB-201	
422	15688132	1143	PCB-202	
422	15688132	1146	PCB-205	
422	15688132	1157	OctaCBs	
422	15688132	1147	PCB-206	
422	15688132	1148	PCB-207	
422	15688132	1149	PCB-208	
422	15688132	1158	NonaCBs	
422	15688132	1150	PCB-209	34666
422	15688132	1159	DecaCBs	
422	15688132	1151	PCBs	
423	14659953	981	PCB-28	
423	14659953	1005	PCB-52	34206
423	14659953	1052	PCB-101	
423	14659953	944	PCB-105	81518
423	14659953	945	PCB-114	81519
423	14659953	946	PCB-118	81520
423	14659953	947	PCB-123	81521
423	14659953	1084	PCB-138	
423	14659953	1099	PCB-153	34202
423	14659953	948	PCB-156	81522
423	14659953	949	PCB-157	81523
423	14659953	950	PCB-167	81524
423	14659953	1112	PCB-170	
423	14659953	1122	PCB-180	
423	14659953	951	PCB-189	81525
423	14659953	1151	PCBs	
423	14659953	1299	p,p'‑DDT	16130
423	14659953	1300	p,p'-DDE	16598
423	14659953	1301	Hexachlorobenzene (HCB)	5692
424	12690495	909	2,3,7,8-TCDD	28119
424	12690495	912	1,2,3,7,8-PeCDD	81501
424	12690495	914	1,2,3,4,7,8-HxCDD	81502
424	12690495	913	1,2,3,6,7,8-HxCDD	81503
424	12690495	917	1,2,3,7,8,9-HxCDD	81504
424	12690495	916	1,2,3,4,6,7,8-HpCDD	81505
424	12690495	918	OCDD	81566
424	12690495	937	2,3,7,8-TCDF	81506
424	12690495	924	1,2,3,7,8-PeCDF	81507
424	12690495	923	2,3,4,7,8-PeCDF	81508
424	12690495	926	1,2,3,4,7,8-HxCDF	81509
424	12690495	927	1,2,3,6,7,8-HxCDF	81511
424	12690495	929	1,2,3,7,8,9-HxCDF	81510
424	12690495	928	2,3,4,6,7,8-HxCDF	81512
424	12690495	938	1,2,3,4,6,7,8-HpCDF	81513
424	12690495	939	1,2,3,4,7,8,9-HpCDF	81514
424	12690495	936	OCDF	81515
424	12690495	940	PCB-77	1367
424	12690495	941	PCB-81	81516
424	12690495	942	PCB-126	34317
424	12690495	943	PCB-169	81517
424	12690495	944	PCB-105	81518
424	12690495	945	PCB-114	81519
424	12690495	946	PCB-118	81520
424	12690495	947	PCB-123	81521
424	12690495	948	PCB-156	81522
424	12690495	949	PCB-157	81523
424	12690495	950	PCB-167	81524
424	12690495	951	PCB-189	81525
425	12449328	1050	PCB-99	
425	12449328	946	PCB-118	81520
425	12449328	1084	PCB-138	
425	12449328	1099	PCB-153	34202
425	12449328	1112	PCB-170	
425	12449328	1122	PCB-180	
425	12449328	1151	PCBs	
425	12449328	1301	Hexachlorobenzene (HCB)	5692
425	12449328	1300	p,p'-DDE	16598
426	21030064	981	PCB-28	
426	21030064	1005	PCB-52	34206
426	21030064	1052	PCB-101	
426	21030064	946	PCB-118	81520
426	21030064	1084	PCB-138	
426	21030064	1099	PCB-153	34202
426	21030064	1122	PCB-180	
426	21030064	1151	PCBs	
426	21030064	1180	BDE-28	
426	21030064	1185	BDE-47	81584
426	21030064	1193	BDE-99	81582
426	21030064	1194	BDE-100	
426	21030064	1202	BDE-153	
426	21030064	1204	BDE-154	
426	21030064	1326	o,p'-DDT	34027
426	21030064	1299	p,p'‑DDT	16130
426	21030064	1327	o,p'-DDE	34211
426	21030064	1300	p,p'-DDE	16598
426	21030064	1334	o,p'-DDD	6954
426	21030064	1335	p,p'-DDD	27841
426	21030064	1304	alpha-HCH	39096
426	21030064	1305	beta-HCH	28428
426	21030064	1309	gamma-HCH	32888
426	21030064	1303	trans-Nonachlor	81540
426	21030064	1333	Heptachlor epoxide	34786
426	21030064	1392	Heptachlors	
426	21030064	1347	alpha-Chlordane	39068
426	21030064	1302	Oxychlordane	81541
426	21030064	1358	Chlordanes	
426	21030064	1301	Hexachlorobenzene (HCB)	5692
426	21030064	1337	Dieldrin	34696
426	21030064	1386	Toxaphene Parlar 26	
426	21030064	1387	Toxaphene Parlar 50	
426	21030064	1388	Toxaphene Parlars	
426	21030064	1389	Chlorpyrifos-ethyl	34631
426	21030064	1391	DDTs	
427	18941581	1027	PCB-74	
427	18941581	1050	PCB-99	
427	18941581	946	PCB-118	81520
427	18941581	1338	PCB-138/158	
427	18941581	1099	PCB-153	34202
427	18941581	1122	PCB-180	
427	18941581	1185	BDE-47	81584
427	18941581	1194	BDE-100	
427	18941581	1202	BDE-153	
428	18522133	1179	BDE-17	
428	18522133	1180	BDE-28	
428	18522133	1185	BDE-47	81584
428	18522133	1187	BDE-66	
428	18522133	1193	BDE-99	81582
428	18522133	1194	BDE-100	
428	18522133	1202	BDE-153	
428	18522133	1204	BDE-154	
428	18522133	1209	BDE-183	
428	18522133	1172	PBDEs	
428	18522133	1242	PBB-153	
428	18522133	1099	PCB-153	34202
429	17993135	1179	BDE-17	
429	17993135	1180	BDE-28	
429	17993135	1185	BDE-47	81584
429	17993135	1187	BDE-66	
429	17993135	1191	BDE-85	
429	17993135	1193	BDE-99	81582
429	17993135	1194	BDE-100	
429	17993135	1202	BDE-153	
429	17993135	1204	BDE-154	
429	17993135	1209	BDE-183	
429	17993135	1210	BDE-184	
429	17993135	1212	BDE-191	
429	17993135	1213	BDE-196	
429	17993135	1214	BDE-197	
429	17993135	1221	BDE-209	82436
429	17993135	1172	PBDEs	
430	17366822	1185	BDE-47	81584
430	17366822	1191	BDE-85	
430	17366822	1193	BDE-99	81582
430	17366822	1194	BDE-100	
430	17366822	1202	BDE-153	
430	17366822	1204	BDE-154	
430	17366822	1209	BDE-183	
430	17366822	1172	PBDEs	
430	17366822	1099	PCB-153	34202
430	17366822	1242	PBB-153	
431	16564120	1180	BDE-28	
431	16564120	1185	BDE-47	81584
431	16564120	1193	BDE-99	81582
431	16564120	1194	BDE-100	
431	16564120	1202	BDE-153	
431	16564120	1204	BDE-154	
431	16564120	1209	BDE-183	
431	16564120	1172	PBDEs	
431	16564120	1099	PCB-153	34202
432	16650462	1050	PCB-99	
432	16650462	946	PCB-118	81520
432	16650462	1084	PCB-138	
432	16650462	1099	PCB-153	34202
432	16650462	948	PCB-156	81522
432	16650462	1112	PCB-170	
432	16650462	1122	PCB-180	
432	16650462	1125	PCB-183	
432	16650462	1129	PCB-187	
432	16650462	1135	PCB-194	
432	16650462	1168	PCB-196/203	
432	16650462	1140	PCB-199	
432	16650462	1151	PCBs	
432	16650462	1305	beta-HCH	28428
432	16650462	1301	Hexachlorobenzene (HCB)	5692
432	16650462	1302	Oxychlordane	81541
432	16650462	1303	trans-Nonachlor	81540
432	16650462	1300	p,p'-DDE	16598
432	16650462	1299	p,p'‑DDT	16130
433	22236587	1180	BDE-28	
433	22236587	1185	BDE-47	81584
433	22236587	1193	BDE-99	81582
433	22236587	1194	BDE-100	
433	22236587	1202	BDE-153	
433	22236587	1204	BDE-154	
433	22236587	1209	BDE-183	
433	22236587	1172	PBDEs	
434	22236635	1179	BDE-17	
434	22236635	1180	BDE-28	
434	22236635	1185	BDE-47	81584
434	22236635	1186	BDE-49	81583
434	22236635	1187	BDE-66	
434	22236635	1188	BDE-71	
434	22236635	1189	BDE-75	
434	22236635	1191	BDE-85	
434	22236635	1193	BDE-99	81582
434	22236635	1194	BDE-100	
434	22236635	1199	BDE-138	
434	22236635	1202	BDE-153	
434	22236635	1204	BDE-154	
434	22236635	1207	BDE-166	
434	22236635	1209	BDE-183	
434	22236635	1211	BDE-190	
434	22236635	1217	BDE-203	
434	22236635	1218	BDE-206	
434	22236635	1219	BDE-207	
434	22236635	1220	BDE-208	
434	22236635	1221	BDE-209	82436
434	22236635	1172	PBDEs	
435	21953308	1178	BDE-15	
435	21953308	1180	BDE-28	
435	21953308	1185	BDE-47	81584
435	21953308	1186	BDE-49	81583
435	21953308	1193	BDE-99	81582
435	21953308	1194	BDE-100	
435	21953308	1202	BDE-153	
435	21953308	1204	BDE-154	
435	21953308	1209	BDE-183	
435	21953308	1213	BDE-196	
435	21953308	1214	BDE-197	
435	21953308	1172	PBDEs	
436	20444483	1180	BDE-28	
436	20444483	1185	BDE-47	81584
436	20444483	1187	BDE-66	
436	20444483	1194	BDE-100	
436	20444483	1193	BDE-99	81582
436	20444483	1191	BDE-85	
436	20444483	1204	BDE-154	
436	20444483	1202	BDE-153	
436	20444483	1199	BDE-138	
436	20444483	1209	BDE-183	
436	20444483	1214	BDE-197	
436	20444483	1217	BDE-203	
436	20444483	1213	BDE-196	
436	20444483	1219	BDE-207	
436	20444483	1221	BDE-209	82436
436	20444483	1172	PBDEs	
436	20444483	1179	BDE-17	
436	20444483	1186	BDE-49	81583
437	20049208	1179	BDE-17	
437	20049208	1180	BDE-28	
437	20049208	1185	BDE-47	81584
437	20049208	1186	BDE-49	81583
437	20049208	1187	BDE-66	
437	20049208	1191	BDE-85	
437	20049208	1193	BDE-99	81582
437	20049208	1194	BDE-100	
437	20049208	1202	BDE-153	
437	20049208	1204	BDE-154	
437	20049208	1218	BDE-206	
437	20049208	1219	BDE-207	
437	20049208	1221	BDE-209	82436
437	20049208	1172	PBDEs	
438	19540593	1180	BDE-28	
438	19540593	1185	BDE-47	81584
438	19540593	1194	BDE-100	
438	19540593	1193	BDE-99	81582
438	19540593	1204	BDE-154	
438	19540593	1202	BDE-153	
438	19540593	1209	BDE-183	
438	19540593	1221	BDE-209	82436
439	18804904	1184	BDE-37	
439	18804904	1189	BDE-75	
439	18804904	1186	BDE-49	81583
439	18804904	1196	BDE-118	
439	18804904	1191	BDE-85	
439	18804904	1205	BDE-155	
439	18804904	1211	BDE-190	
439	18804904	1180	BDE-28	
439	18804904	1185	BDE-47	81584
439	18804904	1194	BDE-100	
439	18804904	1193	BDE-99	81582
439	18804904	1204	BDE-154	
439	18804904	1202	BDE-153	
439	18804904	1209	BDE-183	
439	18804904	1216	BDE-202	
439	18804904	1215	BDE-201	
439	18804904	1214	BDE-197	
439	18804904	1217	BDE-203	
439	18804904	1213	BDE-196	
439	18804904	1218	BDE-206	
439	18804904	1219	BDE-207	
439	18804904	1220	BDE-208	
439	18804904	1221	BDE-209	82436
440	18599108	1151	PCBs	
440	18599108	1300	p,p'-DDE	16598
440	18599108	1172	PBDEs	
440	18599108	1185	BDE-47	81584
440	18599108	1193	BDE-99	81582
440	18599108	1194	BDE-100	
440	18599108	1202	BDE-153	
443	19223940	1396	Monoethyl phthalate (MEP)	70973
443	19223940	1398	Mono-n-butyl phthalate (MnBP)	
443	19223940	1399	Mono-isobutyl phthalate (MiBP)	
443	19223940	1397	Monobenzyl phthalate (MBzP)	
443	19223940	1404	Mono(3-carboxypropyl) phthalate (MCPP)	
443	19223940	1400	Mono(2-ethylhexyl) phthalate (MEHP)	17243
443	19223940	1403	Mono(2-ethyl-5-carboxypentyl) phthalate (MECPP)
443	19223940	1402	Mono(2-ethyl-5-hydroxyhexyl) phthalate (MEHHP)	
443	19223940	1401	Mono(2-ethyl-5-oxohexyl) phthalate (MEOHP)	
443	19223940	1445	DEHP metabolites	
444	18813024	88	Lutein	28838
444	18813024	85	Zeaxanthin	27547
444	18813024	838	Lutein/Zeaxanthin	
444	18813024	1406	cis-Lutein/Zeaxanthin	
444	18813024	1407	trans-Anhydroluteins	
444	18813024	1408	cis-Anhydroluteins	
444	18813024	1409	alpha-Cryptoxanthin	10223
444	18813024	84	beta-Cryptoxanthin	10362
444	18813024	1412	Cryptoxanthins	
444	18813024	86	Lycopene	15948
444	18813024	1413	Dihydrolycopenes	
444	18813024	83	alpha-Carotene	28425
444	18813024	1417	beta-Carotene (cis + trans)	
444	18813024	1414	cis-beta-Carotenes	
444	18813024	260	Carotenes	
444	18813024	87	Carotenoids	
444	18813024	873	delta-Tocopherol	47772
444	18813024	237	alpha-Tocopherol	18145
444	18813024	457	Tocopherols	
444	18813024	135	Retinol	17336
444	18813024	1416	Retinyl palmitate	17616
444	18813024	1411	cis-beta-Cryptoxanthins	
444	18813024	89	beta-Carotene	17579
444	18813024	1525	Lycopenes	
444	18813024	872	beta-Tocopherol	47771
445	22523182	578	25-Hydroxycholecalciferol	17933
447	23942273	1350	2,4-Dichlorophenol (2,4-DCP)	16738
447	23942273	1351	2,5-Dichlorophenol (2,5-DCP)	27929
447	23942273	1418	Bisphenol A (BPA)	33216
447	23942273	1419	Benzophenone-3 (BP-3)	34283
447	23942273	1420	Triclosan (TCS)	164200
447	23942273	1421	Methylparaben (MP)	31835
447	23942273	1422	Ethylparaben	31575
447	23942273	1423	Propylparaben (PP)	32063
447	23942273	1424	Butylparaben (BP)	88542
449	23469879	1420	Triclosan (TCS)	164200
449	23469879	1418	Bisphenol A (BPA)	33216
449	23469879	1419	Benzophenone-3 (BP-3)	34283
449	23469879	1350	2,4-Dichlorophenol (2,4-DCP)	16738
449	23469879	1351	2,5-Dichlorophenol (2,5-DCP)	27929
449	23469879	1424	Butylparaben (BP)	88542
449	23469879	1421	Methylparaben (MP)	31835
449	23469879	1423	Propylparaben (PP)	32063
451	16755268	236	Ascorbic acid	29073
451	16755268	590	L-Dehydroascorbic acid	27956
451	16755268	83	alpha-Carotene	28425
451	16755268	89	beta-Carotene	17579
451	16755268	84	beta-Cryptoxanthin	10362
451	16755268	838	Lutein/Zeaxanthin	
451	16755268	86	Lycopene	15948
451	16755268	260	Carotenes	
451	16755268	135	Retinol	17336
451	16755268	237	alpha-Tocopherol	18145
451	16755268	238	gamma-Tocopherol	18185
451	16755268	866	Cotinine	68641
452	11432711	1431	beta-Sitosterol	27693
452	11432711	1432	Campesterol	28623
454	20502476	145	5-n-Heptadecylresorcinol (C17:0)	
454	20502476	146	5-n-Nonadecylresorcinol (C19:0)	
454	20502476	147	5-n-Heneicosylresorcinol (C21:0)	
454	20502476	148	5-n-Tricosylresorcinol (C23:0)	
454	20502476	149	5-n-Pentacosylresorcinol (C25:0)	
454	20502476	144	Alkylresorcinols	
455	10822282	451	Fatty acids	
455	10822282	262	Myristic acid (14:0)	28875
455	10822282	263	Pentadecylic acid (15:0)	42504
455	10822282	242	Palmitic acid (16:0)	15756
455	10822282	264	Margaric acid (17:0)	32365
455	10822282	243	Stearic acid (18:0)	28842
455	10822282	411	Arachidic acid (20:0)	28822
455	10822282	419	Behenic acid (22:0)	28941
455	10822282	420	Lignoceric acid (24:0)	28866
455	10822282	177	Fatty acids, saturated (SFA)	
455	10822282	301	Palmitoleic acid (cis-16:1n-7)	28716
455	10822282	436	Elaidic acid (trans-18:1n-9)	27997
455	10822282	311	Oleic acid (cis-18:1n-9)	16196
455	10822282	178	Fatty acids, monounsaturated (MUFA)	
455	10822282	217	Linoleic acid (LA; cis-18:2n-6)	17351
455	10822282	433	gamma-Linolenic acid (GLA; cis-18:3n-6)	28661
455	10822282	245	Eicosadienoic acid (cis-20:2n-6)	73731
455	10822282	223	Dihomo-gamma-linolenic acid (DGLA; cis-20:3n-6)53486
455	10822282	224	Arachidonic acid (AA; cis-20:4n-6)	15843
455	10822282	247	Docosatetraenoic acid (DTA; cis-22:4n-6)	53487
455	10822282	410	Fatty acids, n6-polyunsaturated (n6-PUFA)	
455	10822282	182	alpha-Linolenic acid (ALA; cis-18:3n-3)	27432
455	10822282	183	EPA (cis-20:5n-3)	28364
455	10822282	215	DPA (cis-22:5n-3)	53488
455	10822282	184	DHA (cis-22:6n-3)	28125
455	10822282	286	Fatty acids, n3-polyunsaturated (n3-PUFA)	
455	10822282	179	Fatty acids, polyunsaturated (PUFA)	
456	18300693	83	alpha-Carotene	28425
456	18300693	89	beta-Carotene	17579
456	18300693	838	Lutein/Zeaxanthin	
456	18300693	86	Lycopene	15948
456	18300693	84	beta-Cryptoxanthin	10362
456	18300693	87	Carotenoids	
457	20332276	838	Lutein/Zeaxanthin	
457	20332276	84	beta-Cryptoxanthin	10362
457	20332276	86	Lycopene	15948
457	20332276	83	alpha-Carotene	28425
457	20332276	89	beta-Carotene	17579
457	20332276	87	Carotenoids	
457	20332276	135	Retinol	17336
457	20332276	238	gamma-Tocopherol	18185
457	20332276	237	alpha-Tocopherol	18145
457	20332276	4	Daidzein	28197
457	20332276	3	Genistein	28088
457	20332276	10	Equol	34741
457	20332276	31	Enterolactone	81555
457	20332276	451	Fatty acids	
457	20332276	177	Fatty acids, saturated (SFA)	
457	20332276	178	Fatty acids, monounsaturated (MUFA)	
457	20332276	286	Fatty acids, n3-polyunsaturated (n3-PUFA)	
457	20332276	410	Fatty acids, n6-polyunsaturated (n6-PUFA)	
457	20332276	308	Fatty acids, trans	
457	20332276	1442	Isothiocyanates	
457	20332276	578	25-Hydroxycholecalciferol	17933
457	20332276	1443	1,25-Dihydroxycholecalciferol	17823
458	22975199	578	25-Hydroxycholecalciferol	17933
459	12003755	1397	Monobenzyl phthalate (MBzP)	
459	12003755	1398	Mono-n-butyl phthalate (MnBP)	
459	12003755	1396	Monoethyl phthalate (MEP)	70973
459	12003755	1400	Mono(2-ethylhexyl) phthalate (MEHP)	17243
459	12003755	1505	Mono-cyclohexyl phthalate (MCHP)	
459	12003755	1453	Mono-isononyl phthalate (MiNP)	
459	12003755	1452	Mono-n-octyl phthalate (MnOP)	
460	12507978	31	Enterolactone	81555
461	20416131	599	Taurine	15891
462	17976571	1396	Monoethyl phthalate (MEP)	70973
462	17976571	1402	Mono(2-ethyl-5-hydroxyhexyl) phthalate (MEHHP)	
462	17976571	1401	Mono(2-ethyl-5-oxohexyl) phthalate (MEOHP)	
462	17976571	1400	Mono(2-ethylhexyl) phthalate (MEHP)	17243
462	17976571	1445	DEHP metabolites	
462	17976571	1398	Mono-n-butyl phthalate (MnBP)	
462	17976571	1397	Monobenzyl phthalate (MBzP)	
462	17976571	1399	Mono-isobutyl phthalate (MiBP)	
462	17976571	1404	Mono(3-carboxypropyl) phthalate (MCPP)	
462	17976571	31	Enterolactone	81555
462	17976571	30	Enterodiol	81556
462	17976571	3	Genistein	28088
462	17976571	4	Daidzein	28197
462	17976571	10	Equol	34741
462	17976571	17	O-Desmethylangolensin	88902
462	17976571	5	Isoflavones	
462	17976571	1351	2,5-Dichlorophenol (2,5-DCP)	27929
462	17976571	1420	Triclosan (TCS)	164200
462	17976571	1419	Benzophenone-3 (BP-3)	34283
462	17976571	1418	Bisphenol A (BPA)	33216
462	17976571	1350	2,4-Dichlorophenol (2,4-DCP)	16738
462	17976571	1444	2-Phenylphenol (2-PP)	17043
463	23932849	1418	Bisphenol A (BPA)	33216
463	23932849	1420	Triclosan (TCS)	164200
463	23932849	1447	Triclocarban (TCC)	48347
463	23932849	1419	Benzophenone-3 (BP-3)	34283
463	23932849	1448	Dichlorophenols	
463	23932849	1354	2,4,5-Trichlorophenol (2,4,5-TCP)	28520
463	23932849	1444	2-Phenylphenol (2-PP)	17043
463	23932849	1449	4-Phenylphenol (4-PP)	34422
463	23932849	1350	2,4-Dichlorophenol (2,4-DCP)	16738
463	23932849	1351	2,5-Dichlorophenol (2,5-DCP)	27929
464	23234290	1396	Monoethyl phthalate (MEP)	70973
464	23234290	1450	DBP metabolites	
464	23234290	1397	Monobenzyl phthalate (MBzP)	
464	23234290	1400	Mono(2-ethylhexyl) phthalate (MEHP)	17243
464	23234290	1402	Mono(2-ethyl-5-hydroxyhexyl) phthalate (MEHHP)	
464	23234290	1401	Mono(2-ethyl-5-oxohexyl) phthalate (MEOHP)	
464	23234290	1403	Mono(2-ethyl-5-carboxypentyl) phthalate (MECPP)
464	23234290	1452	Mono-n-octyl phthalate (MnOP)	
464	23234290	1453	Mono-isononyl phthalate (MiNP)	
464	23234290	1451	Mono-hydroxy-isononyl phthalate (OH-MiNP)	
464	23234290	1492	Mono-oxo-isononyl phthalate (oxo-MiNP)	
464	23234290	1455	Mono(carboxy-isooctyl) phthalate (MCOP)	
464	23234290	1445	DEHP metabolites	
464	23234290	1456	DiNP metabolites	
464	23234290	1398	Mono-n-butyl phthalate (MnBP)	
464	23234290	1399	Mono-isobutyl phthalate (MiBP)	
465	15340359	1457	TCPy	83490
465	15340359	846	1-Hydroxynaphthalene	10319
467	24001412	1457	TCPy	83490
468	23461877	1463	BDCPP	
468	23461877	1464	DPP	
470	24161445	1400	Mono(2-ethylhexyl) phthalate (MEHP)	17243
470	24161445	1402	Mono(2-ethyl-5-hydroxyhexyl) phthalate (MEHHP)	
470	24161445	1401	Mono(2-ethyl-5-oxohexyl) phthalate (MEOHP)	
470	24161445	1403	Mono(2-ethyl-5-carboxypentyl) phthalate (MECPP)
470	24161445	1397	Monobenzyl phthalate (MBzP)	
470	24161445	1399	Mono-isobutyl phthalate (MiBP)	
470	24161445	1396	Monoethyl phthalate (MEP)	70973
470	24161445	1398	Mono-n-butyl phthalate (MnBP)	
470	24161445	1404	Mono(3-carboxypropyl) phthalate (MCPP)	
470	24161445	1465	Mono-carboxy-isononyl phthalate (cx-MiNP)	
470	24161445	1455	Mono(carboxy-isooctyl) phthalate (MCOP)	
471	21205581	1418	Bisphenol A (BPA)	33216
473	19707251	846	1-Hydroxynaphthalene	10319
473	19707251	847	2-Hydroxynaphthalene	10432
473	19707251	850	9-Hydroxyfluorene	16904
