publication_id	pmid	compound_id	compound  chebi_id
151	11684525	224	Arachidonic acid (AA; cis-20:4n-6)	15843
151	11684525	301	Palmitoleic acid (cis-16:1n-7)	28716
151	11684525	311	Oleic acid (cis-18:1n-9)	16196
151	11684525	177	Fatty acids, saturated (SFA)	
151	11684525	178	Fatty acids, monounsaturated (MUFA)	
151	11684525	179	Fatty acids, polyunsaturated (PUFA)	
151	11684525	286	Fatty acids, n3-polyunsaturated (n3-PUFA)	
151	11684525	410	Fatty acids, n6-polyunsaturated (n6-PUFA)	
151	11684525	485	Fatty acids, n9-monounsaturated (n9-MUFA)	
151	11684525	267	Fats	
151	11684525	245	Eicosadienoic acid (cis-20:2n-6)	73731
151	11684525	433	gamma-Linolenic acid (GLA; cis-18:3n-6)	28661
151	11684525	223	Dihomo-gamma-linolenic acid (DGLA; cis-20:3n-6)53486
151	11684525	247	Docosatetraenoic acid (DTA; cis-22:4n-6)	53487
151	11684525	408	Asclepic acid (cis-18:1n-7)	50464
151	11684525	506	all-cis-7,10,13-Eicosatrienoic acid (cis-20:3n-7)	
151	11684525	431	11-Eicosenoic acid (cis-20:1n-9)	32425
151	11684525	505	13-Docosenoic acid (cis-22:1n-9)	28792
151	11684525	421	Nervonic acid (cis-24:1n-9)	44247
151	11684525	451	Fatty acids	
152	11470719	106	Proteins	
152	11470719	108	Potassium	29103
152	11470719	248	Sodium	29101
152	11470719	134	Vitamin C	
152	11470719	109	Nitrogen	29351
152	11470719	315	Energy	
152	11470719	89	beta-Carotene	17579
152	11470719	164	Vitamin E	
153	12908714	598	Ethanol	16236
153	12908714	495	Carbohydrate-deficient transferrin (CDT)	
153	12908714	494	gamma-Glutamyltransferase (GGT)	
154	11522560	237	alpha-Tocopherol	18145
154	11522560	238	gamma-Tocopherol	18185
154	11522560	315	Energy	
155	11477462	315	Energy	
155	11477462	177	Fatty acids, saturated (SFA)	
155	11477462	242	Palmitic acid (16:0)	15756
155	11477462	243	Stearic acid (18:0)	28842
155	11477462	178	Fatty acids, monounsaturated (MUFA)	
155	11477462	311	Oleic acid (cis-18:1n-9)	16196
155	11477462	179	Fatty acids, polyunsaturated (PUFA)	
155	11477462	286	Fatty acids, n3-polyunsaturated (n3-PUFA)	
155	11477462	182	alpha-Linolenic acid (ALA; cis-18:3n-3)	27432
155	11477462	183	EPA (cis-20:5n-3)	28364
155	11477462	215	DPA (cis-22:5n-3)	53488
155	11477462	184	DHA (cis-22:6n-3)	28125
155	11477462	410	Fatty acids, n6-polyunsaturated (n6-PUFA)	
155	11477462	217	Linoleic acid (LA; cis-18:2n-6)	17351
155	11477462	224	Arachidonic acid (AA; cis-20:4n-6)	15843
155	11477462	451	Fatty acids	
155	11477462	267	Fats	
156	11815409	95	Dietary fibre	
156	11815409	508	Water-soluble fibre	
156	11815409	509	Insoluble fibre	
156	11815409	598	Ethanol	16236
156	11815409	31	Enterolactone	81555
157	11348578	598	Ethanol	16236
157	11348578	530	5-Hydroxytryptophol (5-HTOL) / 5-Hydroxyindole-3-acetic acid (5-HIAA)	
158	11238766	315	Energy	
158	11238766	885	Fats from Dairy foods	
158	11238766	330	Fats from Ruminant meat	
158	11238766	262	Myristic acid (14:0)	28875
158	11238766	263	Pentadecylic acid (15:0)	42504
158	11238766	264	Margaric acid (17:0)	32365
158	11238766	333	Fats from Dairy foods + Ruminant meat	
158	11238766	267	Fats	
158	11238766	177	Fatty acids, saturated (SFA)	
158	11238766	451	Fatty acids	
159	11360133	373	Iodine	16382
160	11117617	86	Lycopene	15948
160	11117617	838	Lutein/Zeaxanthin	
160	11117617	84	beta-Cryptoxanthin	10362
160	11117617	83	alpha-Carotene	28425
160	11117617	89	beta-Carotene	17579
160	11117617	87	Carotenoids	
161	10744130	95	Dietary fibre	
161	10744130	96	Fibre from Vegetables	
161	10744130	532	Fibre from Fruits	
161	10744130	94	Fibre from Cereals	
161	10744130	31	Enterolactone	81555
161	10744130	30	Enterodiol	81556
161	10744130	35	Matairesinol	6698
161	10744130	36	Lignans	25036
161	10744130	3	Genistein	28088
161	10744130	4	Daidzein	28197
161	10744130	17	O-Desmethylangolensin	88902
161	10744130	10	Equol	34741
161	10744130	5	Isoflavones	
161	10744130	117	Phytoestrogens	
161	10744130	315	Energy	
162	11052553	538	1-Methylhistidine	50599
162	11052553	539	3-Methylhistidine	27596
163	10872904	315	Energy	
163	10872904	540	Zinc	29105
164	10778038	315	Energy	
164	10778038	4	Daidzein	28197
164	10778038	3	Genistein	28088
164	10778038	10	Equol	34741
164	10778038	17	O-Desmethylangolensin	88902
165	10573560	89	beta-Carotene	17579
165	10573560	83	alpha-Carotene	28425
165	10573560	95	Dietary fibre	
165	10573560	838	Lutein/Zeaxanthin	
165	10573560	86	Lycopene	15948
165	10573560	84	beta-Cryptoxanthin	10362
166	10024624	83	alpha-Carotene	28425
166	10024624	89	beta-Carotene	17579
166	10024624	84	beta-Cryptoxanthin	10362
166	10024624	86	Lycopene	15948
166	10024624	838	Lutein/Zeaxanthin	
166	10024624	315	Energy	
167	10427874	83	alpha-Carotene	28425
167	10427874	89	beta-Carotene	17579
167	10427874	86	Lycopene	15948
167	10427874	838	Lutein/Zeaxanthin	
167	10427874	87	Carotenoids	
167	10427874	135	Retinol	17336
167	10427874	237	alpha-Tocopherol	18145
167	10427874	238	gamma-Tocopherol	18185
167	10427874	164	Vitamin E	
167	10427874	134	Vitamin C	
167	10427874	315	Energy	
167	10427874	88	Lutein	28838
167	10427874	85	Zeaxanthin	27547
168	10369497	373	Iodine	16382
169	10500011	315	Energy	
169	10500011	106	Proteins	
169	10500011	109	Nitrogen	29351
170	9850131	315	Energy	
170	9850131	308	Fatty acids, trans	
170	9850131	306	trans-Octadecenoic acids (trans-18:1)	
170	9850131	307	trans-Octadecadienoic acids (trans-18:2)	
170	9850131	549	trans-Hexadecenoic acids (trans-16:1)	
170	9850131	423	10E-Octadecenoic acid (trans-18:1n-8)	
170	9850131	425	12E-Octadecenoic acid (trans-18:1n-6)	
170	9850131	620	6-8E-Octadecenoic acids (trans-18:1n-10-12)	
170	9850131	436	Elaidic acid (trans-18:1n-9)	27997
170	9850131	424	Vaccenic acid (trans-18:1n-7)	28727
170	9850131	472	cis-12-Linoelaidic acid (12cis-18:2n-6)	
170	9850131	305	cis-9-Linoelaidic acid (9cis-18:2n-6)	86141
170	9850131	304	Linoelaidic acid (trans-18:2n-6)	75108
170	9850131	623	7E-Hexadecenoic acid (trans-16:1n-9)	
170	9850131	302	Palmitelaidic acid (trans-16:1n-7)	59265
170	9850131	451	Fatty acids	
171	9772134	315	Energy	
171	9772134	489	Folates	
171	9772134	115	Vitamin B12	
172		360	Vitamin A	
172		134	Vitamin C	
172		164	Vitamin E	
172		89	beta-Carotene	17579
172		135	Retinol	17336
172		236	Ascorbic acid	29073
172		237	alpha-Tocopherol	18145
172		315	Energy	
173	9701185	885	Fats from Dairy foods	
173	9701185	330	Fats from Ruminant meat	
173	9701185	263	Pentadecylic acid (15:0)	42504
173	9701185	264	Margaric acid (17:0)	32365
173	9701185	177	Fatty acids, saturated (SFA)	
173	9701185	333	Fats from Dairy foods + Ruminant meat	
173	9701185	267	Fats	
173	9701185	451	Fatty acids	
174	9925119	315	Energy	
174	9925119	267	Fats	
174	9925119	177	Fatty acids, saturated (SFA)	
174	9925119	178	Fatty acids, monounsaturated (MUFA)	
174	9925119	179	Fatty acids, polyunsaturated (PUFA)	
174	9925119	440	Fats from Milk	
174	9925119	372	Fats from Cheese	
174	9925119	555	Fats from Ice cream	
174	9925119	556	Fats from Butter	
174	9925119	885	Fats from Dairy foods	
174	9925119	557	Fatty acids, short-chain	
174	9925119	262	Myristic acid (14:0)	28875
174	9925119	217	Linoleic acid (LA; cis-18:2n-6)	17351
174	9925119	476	Butyric acid (4:0)	30772
174	9925119	479	Capric acid (10:0)	30813
174	9925119	477	Caproic acid (6:0)	30776
174	9925119	478	Caprylic acid (8:0)	28837
174	9925119	263	Pentadecylic acid (15:0)	42504
174	9925119	242	Palmitic acid (16:0)	15756
174	9925119	301	Palmitoleic acid (cis-16:1n-7)	28716
174	9925119	264	Margaric acid (17:0)	32365
174	9925119	243	Stearic acid (18:0)	28842
174	9925119	311	Oleic acid (cis-18:1n-9)	16196
174	9925119	433	gamma-Linolenic acid (GLA; cis-18:3n-6)	28661
174	9925119	182	alpha-Linolenic acid (ALA; cis-18:3n-3)	27432
174	9925119	223	Dihomo-gamma-linolenic acid (DGLA; cis-20:3n-6)	53486
174	9925119	224	Arachidonic acid (AA; cis-20:4n-6)	15843
174	9925119	183	EPA (cis-20:5n-3)	28364
174	9925119	184	DHA (cis-22:6n-3)	28125
174	9925119	451	Fatty acids	
175	9568782	315	Energy	
175	9568782	83	alpha-Carotene	28425
175	9568782	89	beta-Carotene	17579
175	9568782	84	beta-Cryptoxanthin	10362
175	9568782	88	Lutein	28838
175	9568782	86	Lycopene	15948
176	10400557	315	Energy	
176	10400557	242	Palmitic acid (16:0)	15756
176	10400557	311	Oleic acid (cis-18:1n-9)	16196
176	10400557	217	Linoleic acid (LA; cis-18:2n-6)	17351
176	10400557	182	alpha-Linolenic acid (ALA; cis-18:3n-3)	27432
176	10400557	183	EPA (cis-20:5n-3)	28364
176	10400557	215	DPA (cis-22:5n-3)	53488
176	10400557	184	DHA (cis-22:6n-3)	28125
176	10400557	237	alpha-Tocopherol	18145
176	10400557	177	Fatty acids, saturated (SFA)	
176	10400557	178	Fatty acids, monounsaturated (MUFA)	
176	10400557	179	Fatty acids, polyunsaturated (PUFA)	
176	10400557	267	Fats	
176	10400557	451	Fatty acids	
176	10400557	411	Arachidic acid (20:0)	28822
176	10400557	419	Behenic acid (22:0)	28941
176	10400557	264	Margaric acid (17:0)	32365
176	10400557	262	Myristic acid (14:0)	28875
176	10400557	263	Pentadecylic acid (15:0)	42504
176	10400557	243	Stearic acid (18:0)	28842
176	10400557	751	7Z-Hexadecenoic acid (cis-16:1n-9)	35465
176	10400557	408	Asclepic acid (cis-18:1n-7)	50464
176	10400557	301	Palmitoleic acid (cis-16:1n-7)	28716
176	10400557	458	cis-Eicosenoic acids (cis-20:1)	
176	10400557	370	cis-Heptadecenoic acids (cis-17:1)	
176	10400557	549	trans-Hexadecenoic acids (trans-16:1)	
176	10400557	306	trans-Octadecenoic acids (trans-18:1)	
176	10400557	224	Arachidonic acid (AA; cis-20:4n-6)	15843
176	10400557	223	Dihomo-gamma-linolenic acid (DGLA; cis-20:3n-6)53486
176	10400557	245	Eicosadienoic acid (cis-20:2n-6)	73731
176	10400557	433	gamma-Linolenic acid (GLA; cis-18:3n-6)	28661
176	10400557	300	Lauric acid (12:0)	30805
176	10400557	369	cis-Tetradecenoic acids (cis-14:1)	
176	10400557	749	trans-Docosenoic acids (trans-22:1)	
176	10400557	748	trans-Eicosenoic acids (trans-20:1)	
177	10393134	267	Fats	
177	10393134	177	Fatty acids, saturated (SFA)	
177	10393134	178	Fatty acids, monounsaturated (MUFA)	
177	10393134	179	Fatty acids, polyunsaturated (PUFA)	
177	10393134	885	Fats from Dairy foods	
177	10393134	479	Capric acid (10:0)	30813
177	10393134	300	Lauric acid (12:0)	30805
177	10393134	262	Myristic acid (14:0)	28875
177	10393134	242	Palmitic acid (16:0)	15756
177	10393134	301	Palmitoleic acid (cis-16:1n-7)	28716
177	10393134	243	Stearic acid (18:0)	28842
177	10393134	311	Oleic acid (cis-18:1n-9)	16196
177	10393134	217	Linoleic acid (LA; cis-18:2n-6)	17351
177	10393134	491	cis-Linolenic acids (cis-18:3)	
177	10393134	562	cis-Eicosatetraenoic acids (cis-20:4)	
177	10393134	434	Rumenic acid (9cis,11trans-18:2n-7)	32798
177	10393134	430	Myristoleic acid (cis-14:1n-5)	27781
177	10393134	263	Pentadecylic acid (15:0)	42504
177	10393134	264	Margaric acid (17:0)	32365
177	10393134	306	trans-Octadecenoic acids (trans-18:1)	
177	10393134	451	Fatty acids	
178	9752802	373	Iodine	16382
180	9681530	268	Proteins from Soy foods	
180	9681530	5	Isoflavones	
180	9681530	4	Daidzein	28197
180	9681530	3	Genistein	28088
180	9681530	15	Glycitein	34778
180	9681530	17	O-Desmethylangolensin	88902
180	9681530	10	Equol	34741
180	9681530	40	Coumestrol	3908
181	9652319	248	Sodium	29101
181	9652319	637	Sodium from Foods	
181	9652319	108	Potassium	29103
181	9652319	643	Potassium from Foods	
181	9652319	315	Energy	
182	9491935	567	Caffeine	27732
182	9491935	566	Paraxanthine	25858
183	9440371	315	Energy	
183	9440371	177	Fatty acids, saturated (SFA)	
183	9440371	179	Fatty acids, polyunsaturated (PUFA)	
183	9440371	178	Fatty acids, monounsaturated (MUFA)	
183	9440371	242	Palmitic acid (16:0)	15756
183	9440371	217	Linoleic acid (LA; cis-18:2n-6)	17351
183	9440371	491	cis-Linolenic acids (cis-18:3)	
183	9440371	224	Arachidonic acid (AA; cis-20:4n-6)	15843
183	9440371	311	Oleic acid (cis-18:1n-9)	16196
183	9440371	308	Fatty acids, trans	
183	9440371	306	trans-Octadecenoic acids (trans-18:1)	
183	9440371	307	trans-Octadecadienoic acids (trans-18:2)	
183	9440371	267	Fats	
183	9440371	451	Fatty acids	
184	9368807	262	Myristic acid (14:0)	28875
184	9368807	242	Palmitic acid (16:0)	15756
184	9368807	243	Stearic acid (18:0)	28842
184	9368807	411	Arachidic acid (20:0)	28822
184	9368807	419	Behenic acid (22:0)	28941
184	9368807	420	Lignoceric acid (24:0)	28866
184	9368807	301	Palmitoleic acid (cis-16:1n-7)	28716
184	9368807	311	Oleic acid (cis-18:1n-9)	16196
184	9368807	458	cis-Eicosenoic acids (cis-20:1)	
184	9368807	568	cis-Cetoleic acid (cis-22:1n-11)	32428
184	9368807	421	Nervonic acid (cis-24:1n-9)	44247
184	9368807	318	Mead acid (cis-20:3n-9)	72865
184	9368807	217	Linoleic acid (LA; cis-18:2n-6)	17351
184	9368807	245	Eicosadienoic acid (cis-20:2n-6)	73731
184	9368807	223	Dihomo-gamma-linolenic acid (DGLA; cis-20:3n-6)	53486
184	9368807	224	Arachidonic acid (AA; cis-20:4n-6)	15843
184	9368807	247	Docosatetraenoic acid (DTA; cis-22:4n-6)	53487
184	9368807	225	Osbond acid (cis-22:5n-6)	65136
184	9368807	182	alpha-Linolenic acid (ALA; cis-18:3n-3)	27432
184	9368807	183	EPA (cis-20:5n-3)	28364
184	9368807	215	DPA (cis-22:5n-3)	53488
184	9368807	184	DHA (cis-22:6n-3)	28125
184	9368807	177	Fatty acids, saturated (SFA)	
184	9368807	178	Fatty acids, monounsaturated (MUFA)	
184	9368807	410	Fatty acids, n6-polyunsaturated (n6-PUFA)	
184	9368807	286	Fatty acids, n3-polyunsaturated (n3-PUFA)	
184	9368807	451	Fatty acids	
185	11273862	315	Energy	
185	11273862	108	Potassium	29103
186	9174475	267	Fats	
186	9174475	89	beta-Carotene	17579
186	9174475	134	Vitamin C	
186	9174475	315	Energy	
187	9094932	164	Vitamin E	
187	9094932	83	alpha-Carotene	28425
187	9094932	89	beta-Carotene	17579
187	9094932	315	Energy	
187	9094932	237	alpha-Tocopherol	18145
188	9109609	871	Vitamin E (alpha-Tocopherol Equivalents)	
188	9109609	878	Vitamin A (Retinol Equivalents)	
188	9109609	163	Vitamin D	
188	9109609	379	Phylloquinone	18067
188	9109609	315	Energy	
188	9109609	237	alpha-Tocopherol	18145
188	9109609	135	Retinol	17336
188	9109609	578	25-Hydroxycholecalciferol	17933
189	9126539	109	Nitrogen	29351
189	9126539	89	beta-Carotene	17579
189	9126539	237	alpha-Tocopherol	18145
189	9126539	134	Vitamin C	
189	9126539	838	Lutein/Zeaxanthin	
189	9126539	84	beta-Cryptoxanthin	10362
189	9126539	86	Lycopene	15948
189	9126539	83	alpha-Carotene	28425
189	9126539	87	Carotenoids	
189	9126539	239	Cholesterol	16113
190	9126533	315	Energy	
190	9126533	106	Proteins	
190	9126533	135	Retinol	17336
190	9126533	89	beta-Carotene	17579
190	9126533	134	Vitamin C	
190	9126533	164	Vitamin E	
190	9126533	237	alpha-Tocopherol	18145
190	9126533	109	Nitrogen	29351
191	9126540	106	Proteins	
191	9126540	89	beta-Carotene	17579
191	9126540	134	Vitamin C	
191	9126540	236	Ascorbic acid	29073
191	9126540	109	Nitrogen	29351
191	9126540	315	Energy	
191	9126540	135	Retinol	17336
192	8922299	89	beta-Carotene	17579
192	8922299	83	alpha-Carotene	28425
192	8922299	86	Lycopene	15948
192	8922299	838	Lutein/Zeaxanthin	
192	8922299	88	Lutein	28838
193	7572741	315	Energy	
193	7572741	286	Fatty acids, n3-polyunsaturated (n3-PUFA)	
193	7572741	183	EPA (cis-20:5n-3)	28364
193	7572741	215	DPA (cis-22:5n-3)	53488
193	7572741	184	DHA (cis-22:6n-3)	28125
193	7572741	177	Fatty acids, saturated (SFA)	
193	7572741	179	Fatty acids, polyunsaturated (PUFA)	
193	7572741	267	Fats	
193	7572741	178	Fatty acids, monounsaturated (MUFA)	
193	7572741	451	Fatty acids	
194	7547847	106	Proteins	
194	7547847	580	Phosphorus	28659
194	7547847	108	Potassium	29103
194	7547847	134	Vitamin C	
194	7547847	89	beta-Carotene	17579
194	7547847	237	alpha-Tocopherol	18145
194	7547847	109	Nitrogen	29351
195	7661118	177	Fatty acids, saturated (SFA)	
195	7661118	178	Fatty acids, monounsaturated (MUFA)	
195	7661118	179	Fatty acids, polyunsaturated (PUFA)	
195	7661118	581	PUFA / SFA	
195	7661118	242	Palmitic acid (16:0)	15756
195	7661118	311	Oleic acid (cis-18:1n-9)	16196
195	7661118	217	Linoleic acid (LA; cis-18:2n-6)	17351
195	7661118	182	alpha-Linolenic acid (ALA; cis-18:3n-3)	27432
195	7661118	183	EPA (cis-20:5n-3)	28364
195	7661118	184	DHA (cis-22:6n-3)	28125
195	7661118	243	Stearic acid (18:0)	28842
195	7661118	267	Fats	
195	7661118	451	Fatty acids	
195	7661118	315	Energy	
196	7766562	315	Energy	
196	7766562	286	Fatty acids, n3-polyunsaturated (n3-PUFA)	
196	7766562	184	DHA (cis-22:6n-3)	28125
196	7766562	215	DPA (cis-22:5n-3)	53488
196	7766562	183	EPA (cis-20:5n-3)	28364
196	7766562	311	Oleic acid (cis-18:1n-9)	16196
196	7766562	217	Linoleic acid (LA; cis-18:2n-6)	17351
196	7766562	182	alpha-Linolenic acid (ALA; cis-18:3n-3)	27432
196	7766562	582	Arachidonic/Behenic acid	
196	7766562	583	(DHA + DPA + EPA) / (Arachidonic/Behenic acid)	
196	7766562	451	Fatty acids	
197	7840075	183	EPA (cis-20:5n-3)	28364
197	7840075	184	DHA (cis-22:6n-3)	28125
197	7840075	217	Linoleic acid (LA; cis-18:2n-6)	17351
197	7840075	177	Fatty acids, saturated (SFA)	
197	7840075	178	Fatty acids, monounsaturated (MUFA)	
197	7840075	179	Fatty acids, polyunsaturated (PUFA)	
197	7840075	581	PUFA / SFA	
197	7840075	267	Fats	
197	7840075	262	Myristic acid (14:0)	28875
197	7840075	242	Palmitic acid (16:0)	15756
197	7840075	301	Palmitoleic acid (cis-16:1n-7)	28716
197	7840075	243	Stearic acid (18:0)	28842
197	7840075	311	Oleic acid (cis-18:1n-9)	16196
197	7840075	182	alpha-Linolenic acid (ALA; cis-18:3n-3)	27432
197	7840075	431	11-Eicosenoic acid (cis-20:1n-9)	32425
197	7840075	223	Dihomo-gamma-linolenic acid (DGLA; cis-20:3n-6)	53486
197	7840075	224	Arachidonic acid (AA; cis-20:4n-6)	15843
197	7840075	247	Docosatetraenoic acid (DTA; cis-22:4n-6)	53487
197	7840075	215	DPA (cis-22:5n-3)	53488
197	7840075	451	Fatty acids	
197	7840075	315	Energy	
198	8000300	871	Vitamin E (alpha-Tocopherol Equivalents)	
198	8000300	315	Energy	
198	8000300	838	Lutein/Zeaxanthin	
198	8000300	84	beta-Cryptoxanthin	10362
198	8000300	86	Lycopene	15948
198	8000300	83	alpha-Carotene	28425
198	8000300	89	beta-Carotene	17579
198	8000300	237	alpha-Tocopherol	18145
198	8000300	87	Carotenoids	
198	8000300	239	Cholesterol	16113
199	8785214	838	Lutein/Zeaxanthin	
199	8785214	89	beta-Carotene	17579
199	8785214	86	Lycopene	15948
200	8850272	183	EPA (cis-20:5n-3)	28364
200	8850272	184	DHA (cis-22:6n-3)	28125
201	8030600	83	alpha-Carotene	28425
201	8030600	89	beta-Carotene	17579
201	8030600	84	beta-Cryptoxanthin	10362
201	8030600	838	Lutein/Zeaxanthin	
201	8030600	86	Lycopene	15948
201	8030600	87	Carotenoids	
202	8279408	163	Vitamin D	
202	8279408	578	25-Hydroxycholecalciferol	17933
203	8379507	83	alpha-Carotene	28425
203	8379507	89	beta-Carotene	17579
203	8379507	84	beta-Cryptoxanthin	10362
203	8379507	86	Lycopene	15948
203	8379507	838	Lutein/Zeaxanthin	
203	8379507	87	Carotenoids	
204	8347746	87	Carotenoids	
204	8347746	134	Vitamin C	
204	8347746	360	Vitamin A	
204	8347746	164	Vitamin E	
204	8347746	84	beta-Cryptoxanthin	10362
204	8347746	83	alpha-Carotene	28425
204	8347746	89	beta-Carotene	17579
204	8347746	135	Retinol	17336
204	8347746	237	alpha-Tocopherol	18145
204	8347746	315	Energy	
204	8347746	558	Triglycerides	
204	8347746	239	Cholesterol	16113
205	8480677	177	Fatty acids, saturated (SFA)	
205	8480677	178	Fatty acids, monounsaturated (MUFA)	
205	8480677	179	Fatty acids, polyunsaturated (PUFA)	
205	8480677	217	Linoleic acid (LA; cis-18:2n-6)	17351
205	8480677	182	alpha-Linolenic acid (ALA; cis-18:3n-3)	27432
205	8480677	183	EPA (cis-20:5n-3)	28364
205	8480677	184	DHA (cis-22:6n-3)	28125
205	8480677	267	Fats	
205	8480677	479	Capric acid (10:0)	30813
205	8480677	300	Lauric acid (12:0)	30805
205	8480677	262	Myristic acid (14:0)	28875
205	8480677	369	cis-Tetradecenoic acids (cis-14:1)	
205	8480677	263	Pentadecylic acid (15:0)	42504
205	8480677	587	cis-Pentadecenoic acids (cis-15:1)	
205	8480677	242	Palmitic acid (16:0)	15756
205	8480677	452	cis-Hexadecenoic acids (cis-16:1)	
205	8480677	264	Margaric acid (17:0)	32365
205	8480677	370	cis-Heptadecenoic acids (cis-17:1)	
205	8480677	243	Stearic acid (18:0)	28842
205	8480677	244	cis-Octadecenoic acids (cis-18:1)	
205	8480677	433	gamma-Linolenic acid (GLA; cis-18:3n-6)	28661
205	8480677	481	Stearidonic acid (cis-18:4n-3)	32389
205	8480677	411	Arachidic acid (20:0)	28822
205	8480677	458	cis-Eicosenoic acids (cis-20:1)	
205	8480677	245	Eicosadienoic acid (cis-20:2n-6)	73731
205	8480677	432	Eicosatrienoic acid (ETE; cis-20:3n-3)	53460
205	8480677	223	Dihomo-gamma-linolenic acid (DGLA; cis-20:3n-6)	53486
205	8480677	588	Omega-3 arachidonic acid (ETA; cis-20:4n-3)	71488
205	8480677	224	Arachidonic acid (AA; cis-20:4n-6)	15843
205	8480677	419	Behenic acid (22:0)	28941
205	8480677	480	cis-Docosenoic acids (cis-22:1)	
205	8480677	589	Docosatetraenoic acid (cis-22:4n-3)	
205	8480677	247	Docosatetraenoic acid (DTA; cis-22:4n-6)	53487
205	8480677	448	cis-Docosapentaenoic acids (cis-22:5)	
205	8480677	451	Fatty acids	
205	8480677	315	Energy	
206	8480683	240	Selenium	27568
207	8424386	504	Vitamin A (Carotenoids)	
207	8424386	360	Vitamin A	
207	8424386	871	Vitamin E (alpha-Tocopherol Equivalents)	
207	8424386	163	Vitamin D	
207	8424386	115	Vitamin B12	
207	8424386	489	Folates	
207	8424386	134	Vitamin C	
207	8424386	135	Retinol	17336
207	8424386	237	alpha-Tocopherol	18145
207	8424386	578	25-Hydroxycholecalciferol	17933
207	8424386	315	Energy	
208	1303130	134	Vitamin C	
208	1303130	590	L-Dehydroascorbic acid	27956
209	1512628	315	Energy	
209	1512628	870	Vitamin A (beta-Carotene Equivalents)	
209	1512628	135	Retinol	17336
209	1512628	871	Vitamin E (alpha-Tocopherol Equivalents)	
209	1512628	83	alpha-Carotene	28425
209	1512628	89	beta-Carotene	17579
209	1512628	86	Lycopene	15948
209	1512628	88	Lutein	28838
209	1512628	85	Zeaxanthin	27547
209	1512628	237	alpha-Tocopherol	18145
209	1512628	238	gamma-Tocopherol	18185
209	1512628	239	Cholesterol	16113
209	1512628	558	Triglycerides	
209	1512628	260	Carotenes	
210	1858698	315	Energy	
210	1858698	177	Fatty acids, saturated (SFA)	
210	1858698	300	Lauric acid (12:0)	30805
210	1858698	262	Myristic acid (14:0)	28875
210	1858698	242	Palmitic acid (16:0)	15756
210	1858698	243	Stearic acid (18:0)	28842
210	1858698	178	Fatty acids, monounsaturated (MUFA)	
210	1858698	311	Oleic acid (cis-18:1n-9)	16196
210	1858698	308	Fatty acids, trans	
210	1858698	179	Fatty acids, polyunsaturated (PUFA)	
210	1858698	217	Linoleic acid (LA; cis-18:2n-6)	17351
210	1858698	491	cis-Linolenic acids (cis-18:3)	
210	1858698	286	Fatty acids, n3-polyunsaturated (n3-PUFA)	
210	1858698	581	PUFA / SFA	
210	1858698	267	Fats	
210	1858698	219	Fatty acids, trans-monounsaturated (trans-MUFA)	
210	1858698	264	Margaric acid (17:0)	32365
210	1858698	411	Arachidic acid (20:0)	28822
210	1858698	763	Heneicosanoic acid (21:0)	39248
210	1858698	419	Behenic acid (22:0)	28941
210	1858698	764	Tricosanoic acid (23:0)	42394
210	1858698	263	Pentadecylic acid (15:0)	42504
210	1858698	766	trans-Tetradecenoic acids (trans-14:1)	
210	1858698	302	Palmitelaidic acid (trans-16:1n-7)	59265
210	1858698	306	trans-Octadecenoic acids (trans-18:1)	
210	1858698	369	cis-Tetradecenoic acids (cis-14:1)	
210	1858698	301	Palmitoleic acid (cis-16:1n-7)	28716
210	1858698	408	Asclepic acid (cis-18:1n-7)	50464
210	1858698	431	11-Eicosenoic acid (cis-20:1n-9)	32425
210	1858698	768	13-Eicosenoic acid (cis-20:1n-7)	
210	1858698	505	13-Docosenoic acid (cis-22:1n-9)	28792
210	1858698	304	Linoelaidic acid (trans-18:2n-6)	75108
210	1858698	305	cis-9-Linoelaidic acid (9cis-18:2n-6)	86141
210	1858698	472	cis-12-Linoelaidic acid (12cis-18:2n-6)	
210	1858698	182	alpha-Linolenic acid (ALA; cis-18:3n-3)	27432
210	1858698	433	gamma-Linolenic acid (GLA; cis-18:3n-6)	28661
210	1858698	245	Eicosadienoic acid (cis-20:2n-6)	73731
210	1858698	223	Dihomo-gamma-linolenic acid (DGLA; cis-20:3n-6)	53486
210	1858698	318	Mead acid (cis-20:3n-9)	72865
210	1858698	224	Arachidonic acid (AA; cis-20:4n-6)	15843
210	1858698	771	13,16-Docosadienoic acid (cis-22:2n-6)	
210	1858698	247	Docosatetraenoic acid (DTA; cis-22:4n-6)	53487
210	1858698	183	EPA (cis-20:5n-3)	28364
210	1858698	184	DHA (cis-22:6n-3)	28125
210	1858698	451	Fatty acids	
211	1878353	315	Energy	
211	1878353	134	Vitamin C	
211	1878353	135	Retinol	17336
211	1878353	89	beta-Carotene	17579
211	1878353	878	Vitamin A (Retinol Equivalents)	
211	1878353	871	Vitamin E (alpha-Tocopherol Equivalents)	
211	1878353	504	Vitamin A (Carotenoids)	
211	1878353	237	alpha-Tocopherol	18145
211	1878353	239	Cholesterol	16113
211	1878353	558	Triglycerides	
212	8379504	217	Linoleic acid (LA; cis-18:2n-6)	17351
212	8379504	593	MUFA / Linoleic acid	
212	8379504	594	Linoleic acid / SFA	
212	8379504	179	Fatty acids, polyunsaturated (PUFA)	
212	8379504	595	MUFA / PUFA	
212	8379504	581	PUFA / SFA	
212	8379504	267	Fats	
212	8379504	451	Fatty acids	
213	1339083	669	Aflatoxins	
